DATE,RATE
10/21/2013,61.196115
10/20/2013,61.176573
10/19/2013,61.197174
10/18/2013,61.247297
10/17/2013,61.573901
10/16/2013,61.640496
10/15/2013,61.328458
10/14/2013,60.968215
10/13/2013,60.984215
10/12/2013,61.114258
10/11/2013,61.498229
10/10/2013,61.814434
10/9/2013,61.824554
10/8/2013,61.640381
10/7/2013,61.364972
10/6/2013,61.383689
10/5/2013,61.442255
10/4/2013,62.050702
10/3/2013,62.375802
10/2/2013,62.568119
10/1/2013,62.613593
9/30/2013,62.686627
9/29/2013,62.566118
9/28/2013,62.526602
9/27/2013,62.089685
9/26/2013,62.492763
9/25/2013,62.676053
9/24/2013,62.604046
9/23/2013,62.438088
9/22/2013,62.454754
9/21/2013,62.373493
9/20/2013,62.074686
9/19/2013,63.399162
9/18/2013,63.16931
9/17/2013,63.031311
9/16/2013,63.340404
9/15/2013,63.424613
9/14/2013,63.457205
9/13/2013,63.573054
9/12/2013,63.37631
9/11/2013,63.994336
9/10/2013,64.960647
9/9/2013,65.16343
9/8/2013,65.292322
9/7/2013,65.453822
9/6/2013,66.155959
9/5/2013,67.068815
9/4/2013,67.65036
9/3/2013,66.23573
9/2/2013,66.177851
9/1/2013,66.077926
8/31/2013,66.322196
8/30/2013,67.1418
8/29/2013,68.017801
8/28/2013,65.891097
8/27/2013,64.286622
8/26/2013,63.740236
8/25/2013,63.759261
8/24/2013,64.05699
8/23/2013,64.534471
8/22/2013,64.191426
8/21/2013,63.320956
8/20/2013,63.119413
8/19/2013,62.124813
8/18/2013,62.01243
8/17/2013,61.953421
8/16/2013,61.383623
8/15/2013,61.386966
8/14/2013,61.219202
8/13/2013,61.061171
8/12/2013,60.721755
8/11/2013,60.743589
8/10/2013,60.81993
8/9/2013,60.939155
8/8/2013,61.28646
8/7/2013,61.090288
8/6/2013,60.916592
8/5/2013,61.113409
8/4/2013,61.091
8/3/2013,61.000811
8/2/2013,60.611128
8/1/2013,60.692303
7/31/2013,60.394751
7/30/2013,59.322966
7/29/2013,59.082601
7/28/2013,59.070981
7/27/2013,59.063048
7/26/2013,59.126674
7/25/2013,59.279594
7/24/2013,59.637974
7/23/2013,59.617124
7/22/2013,59.408284
7/21/2013,59.451084
7/20/2013,59.416428
7/19/2013,59.551528
7/18/2013,59.283268
7/17/2013,59.391356
7/16/2013,59.887723
7/15/2013,59.902208
7/14/2013,59.895448
7/13/2013,59.915133
7/12/2013,59.861472
7/11/2013,59.993318
7/10/2013,60.259214
7/9/2013,60.835536
7/8/2013,60.423737
7/7/2013,60.460617
7/6/2013,60.406543
7/5/2013,60.196252
7/4/2013,60.067974
7/3/2013,59.508423
7/2/2013,59.405038
7/1/2013,59.546082
6/30/2013,59.566862
6/29/2013,59.685537
6/28/2013,60.215292
6/27/2013,60.364477
6/26/2013,59.658971
6/25/2013,59.774597
6/24/2013,59.439519
6/23/2013,59.359259
6/22/2013,59.41393
6/21/2013,59.454389
6/20/2013,58.696957
6/19/2013,58.599853
6/18/2013,57.875398
6/17/2013,57.546525
6/16/2013,57.569455
6/15/2013,57.644352
6/14/2013,58.040659
6/13/2013,57.983524
6/12/2013,58.256904
6/11/2013,57.905573
6/10/2013,57.125208
6/9/2013,57.046798
6/8/2013,57.020365
6/7/2013,56.853816
6/6/2013,56.723527
6/5/2013,56.544967
6/4/2013,56.671089
6/3/2013,56.591657
6/2/2013,56.573357
6/1/2013,56.486014
5/31/2013,56.320313
5/30/2013,56.200654
5/29/2013,55.992785
5/28/2013,55.619337
5/27/2013,55.79904
5/26/2013,55.78476
5/25/2013,55.747555
5/24/2013,55.679952
5/23/2013,55.521191
5/22/2013,55.26706
5/21/2013,55.039655
5/20/2013,54.889191
5/19/2013,54.845131
5/18/2013,54.839574
5/17/2013,54.790637
5/16/2013,54.771882
5/15/2013,54.7495
5/14/2013,54.825823
5/13/2013,54.803817
5/12/2013,54.765457
5/11/2013,54.628287
5/10/2013,54.214102
5/9/2013,54.055338
5/8/2013,54.016553
5/7/2013,54.005486
5/6/2013,53.744369
5/5/2013,53.760349
5/4/2013,53.866332
5/3/2013,53.853241
5/2/2013,53.680063
5/1/2013,53.914842
4/30/2013,54.2035
4/29/2013,54.3218
4/28/2013,54.329042
4/27/2013,54.288142
4/26/2013,54.118729
4/25/2013,54.225629
4/24/2013,54.24297
4/23/2013,54.08845
4/22/2013,53.877334
4/21/2013,53.899454
4/20/2013,53.91735
4/19/2013,53.98601
4/18/2013,54.135284
4/17/2013,54.147776
4/16/2013,54.584748
4/15/2013,54.546025
4/14/2013,54.543925
4/13/2013,54.509062
4/12/2013,54.3189
4/11/2013,54.455383
4/10/2013,54.525425
4/9/2013,54.629351
4/8/2013,54.764513
4/7/2013,54.840083
4/6/2013,54.863641
4/5/2013,54.77805
4/4/2013,54.466458
4/3/2013,54.4458
4/2/2013,54.320809
4/1/2013,54.335035
3/30/2013,54.318725
3/29/2013,54.298155
3/28/2013,54.322626
3/27/2013,54.348097
3/26/2013,54.330575
3/25/2013,54.22555
3/24/2013,54.360562
3/23/2013,54.356312
3/22/2013,54.345412
3/21/2013,54.308417
3/20/2013,54.329013
3/19/2013,54.3239
3/18/2013,54.110876
3/17/2013,54.171003
3/16/2013,54.039125
3/15/2013,54.076979
3/14/2013,54.337151
3/13/2013,54.29275
3/12/2013,54.219693
3/11/2013,54.394236
3/10/2013,54.360533
3/9/2013,54.360253
3/8/2013,54.496403
3/7/2013,54.639525
3/6/2013,54.776505
3/5/2013,54.911407
3/4/2013,54.9436
3/3/2013,54.984975
3/2/2013,54.898151
3/1/2013,54.741312
2/28/2013,54.264192
2/27/2013,53.907554
2/26/2013,54.085473
2/25/2013,53.969739
2/24/2013,54.27527
2/23/2013,54.30865
2/22/2013,54.355609
2/21/2013,54.42383
2/20/2013,54.13135
2/19/2013,54.233303
2/18/2013,54.182182
2/17/2013,54.347725
2/16/2013,54.211281
2/15/2013,54.164511
2/14/2013,53.894001
2/13/2013,53.8496
2/12/2013,53.876292
2/11/2013,53.806031
2/10/2013,53.622417
2/9/2013,53.593947
2/8/2013,53.525114
2/7/2013,53.209974
2/6/2013,53.169025
2/5/2013,53.165416
2/4/2013,53.235963
2/3/2013,53.142875
2/2/2013,53.187935
2/1/2013,53.187107
1/31/2013,53.254007
1/30/2013,53.388731
1/29/2013,53.781365
1/28/2013,53.882201
1/27/2013,53.795416
1/26/2013,53.777506
1/25/2013,53.763907
1/24/2013,53.676705
1/23/2013,53.656848
1/22/2013,53.777348
1/21/2013,53.745525
1/20/2013,53.732696
1/19/2013,53.783956
1/18/2013,53.911305
1/17/2013,54.425991
1/16/2013,54.691507
1/15/2013,54.59106
1/14/2013,54.552351
1/13/2013,54.7492
1/12/2013,54.72356
1/11/2013,54.73539
1/10/2013,54.654167
1/9/2013,54.855489
1/8/2013,55.04738
1/7/2013,54.966833
1/6/2013,54.804493
1/5/2013,54.812203
1/4/2013,54.718133
1/3/2013,54.447983
1/2/2013,54.442367
1/1/2013,54.712303
12/31/2012,54.929546
12/30/2012,54.7881
12/29/2012,54.792887
12/28/2012,54.778014
12/27/2012,54.947662
12/26/2012,54.882716
12/25/2012,55.043612
12/24/2012,54.973896
12/23/2012,55.098483
12/22/2012,55.066203
12/21/2012,55.06028
12/20/2012,54.870788
12/19/2012,54.613848
12/18/2012,54.866195
12/17/2012,54.768335
12/16/2012,54.45275
12/15/2012,54.350471
12/14/2012,54.462328
12/13/2012,54.339846
12/12/2012,54.261402
12/11/2012,54.288845
12/10/2012,54.457017
12/9/2012,54.460848
12/8/2012,54.425178
12/7/2012,54.419449
12/6/2012,54.260507
12/5/2012,54.542929
12/4/2012,54.682798
12/3/2012,54.685333
12/2/2012,54.276672
12/1/2012,54.442472
11/30/2012,54.370339
11/29/2012,54.840339
11/28/2012,55.610011
11/27/2012,55.401324
11/26/2012,55.607918
11/25/2012,55.449564
11/24/2012,55.433844
11/23/2012,55.462672
11/22/2012,55.161704
11/21/2012,55.112621
11/20/2012,55.087302
11/19/2012,55.053816
11/18/2012,55.160908
11/17/2012,55.137038
11/16/2012,55.14828
11/15/2012,54.709659
11/14/2012,54.863099
11/13/2012,54.883853
11/12/2012,54.868181
11/11/2012,54.616239
11/10/2012,54.580729
11/9/2012,54.650248
11/8/2012,54.341765
11/7/2012,54.290795
11/6/2012,54.420399
11/5/2012,54.552704
11/4/2012,53.848766
11/3/2012,53.797186
11/2/2012,53.783211
11/1/2012,53.729471
10/31/2012,53.832458
10/30/2012,53.963124
10/29/2012,54.06873
10/28/2012,53.655657
10/27/2012,53.639967
10/26/2012,53.631364
10/25/2012,53.577943
10/24/2012,53.754296
10/23/2012,53.719949
10/22/2012,53.527698
10/21/2012,53.85266
10/20/2012,53.81626
10/19/2012,53.874059
10/18/2012,53.385071
10/17/2012,52.855587
10/16/2012,52.871431
10/15/2012,53.023945
10/14/2012,52.840711
10/13/2012,52.785671
10/12/2012,52.800105
10/11/2012,52.677699
10/10/2012,52.986219
10/9/2012,52.668362
10/8/2012,52.47839
10/7/2012,51.9158
10/6/2012,51.898733
10/5/2012,51.845511
10/4/2012,51.740122
10/3/2012,52.249863
10/2/2012,52.405924
10/1/2012,52.421304
9/30/2012,52.857
9/29/2012,52.909734
9/28/2012,52.878994
9/27/2012,53.028797
9/26/2012,53.521862
9/25/2012,53.347855
9/24/2012,53.455787
9/23/2012,53.3732
9/22/2012,53.367867
9/21/2012,53.431201
9/20/2012,54.287068
9/19/2012,54.002775
9/18/2012,53.980108
9/17/2012,53.978658
9/16/2012,54.315577
9/15/2012,54.303677
9/14/2012,53.998472
9/13/2012,55.39335
9/12/2012,55.219027
9/11/2012,55.298667
9/10/2012,55.436179
9/9/2012,55.357498
9/8/2012,55.346223
9/7/2012,55.310859
9/6/2012,55.655354
9/5/2012,55.892671
9/4/2012,55.635537
9/3/2012,55.53423
9/2/2012,55.518082
9/1/2012,55.518257
8/31/2012,55.521423
8/30/2012,55.632584
8/29/2012,55.656564
8/28/2012,55.669198
8/27/2012,55.678317
8/26/2012,55.475943
8/25/2012,55.479268
8/24/2012,55.462497
8/23/2012,55.214157
8/22/2012,55.469596
8/21/2012,55.436997
8/20/2012,55.587684
8/19/2012,55.695987
8/18/2012,55.692487
8/17/2012,55.68348
8/16/2012,55.707159
8/15/2012,55.645008
8/14/2012,55.662476
8/13/2012,55.350598
8/12/2012,55.260512
8/11/2012,55.225987
8/10/2012,55.232811
8/9/2012,55.237738
8/8/2012,55.312724
8/7/2012,55.083446
8/6/2012,55.516527
8/5/2012,55.747471
8/4/2012,55.752421
8/3/2012,55.753224
8/2/2012,55.808127
8/1/2012,55.475888
7/31/2012,55.615766
7/30/2012,55.48546
7/29/2012,55.267466
7/28/2012,55.245966
7/27/2012,55.350928
7/26/2012,55.581979
7/25/2012,56.141079
7/24/2012,56.142507
7/23/2012,55.936934
7/22/2012,55.33004
7/21/2012,55.299815
7/20/2012,55.316582
7/19/2012,55.112983
7/18/2012,55.371652
7/17/2012,55.02964
7/16/2012,55.162642
7/15/2012,55.105839
7/14/2012,55.115414
7/13/2012,55.121129
7/12/2012,55.872829
7/11/2012,55.59109
7/10/2012,55.410871
7/9/2012,55.887259
7/8/2012,55.47918
7/7/2012,55.46988
7/6/2012,55.489113
7/5/2012,54.954193
7/4/2012,54.497096
7/3/2012,54.355917
7/2/2012,55.441139
7/1/2012,55.617048
6/30/2012,55.667498
6/29/2012,55.638331
6/28/2012,56.832686
6/27/2012,57.045812
6/26/2012,56.989915
6/25/2012,57.044867
6/24/2012,57.138543
6/23/2012,57.138543
6/22/2012,57.133543
6/21/2012,56.282328
6/20/2012,56.182377
6/19/2012,55.912297
6/18/2012,55.926472
6/17/2012,55.458915
6/16/2012,55.401414
6/15/2012,55.384748
6/14/2012,55.758172
6/13/2012,55.580817
6/12/2012,55.737658
6/11/2012,55.718521
6/10/2012,55.442595
6/9/2012,55.442595
6/8/2012,55.432595
6/7/2012,54.93491
6/6/2012,55.329919
6/5/2012,55.593265
6/4/2012,55.659343
6/3/2012,55.556023
6/2/2012,55.556023
6/1/2012,55.534356
5/31/2012,56.194073
5/30/2012,56.193757
5/29/2012,55.676746
5/28/2012,55.185031
5/27/2012,55.389447
5/26/2012,55.389447
5/25/2012,55.382781
5/24/2012,55.58582
5/23/2012,55.982607
5/22/2012,55.351473
5/21/2012,54.98103
5/20/2012,54.446208
5/19/2012,54.446208
5/18/2012,54.626208
5/17/2012,54.425049
5/16/2012,54.418439
5/15/2012,53.818182
5/14/2012,53.943263
5/13/2012,53.634944
5/12/2012,53.634944
5/11/2012,53.633278
5/10/2012,53.294686
5/9/2012,53.813285
5/8/2012,53.130543
5/7/2012,52.898486
5/6/2012,53.474858
5/5/2012,53.474858
5/4/2012,53.453192
5/3/2012,53.385142
5/2/2012,52.911705
5/1/2012,52.583677
4/30/2012,52.67902
4/29/2012,52.48232
4/28/2012,52.48232
4/27/2012,52.480653
4/26/2012,52.516503
4/25/2012,52.513361
4/24/2012,52.654331
4/23/2012,52.501579
4/22/2012,52.08988
4/21/2012,52.08988
4/20/2012,52.069879
4/19/2012,52.108354
4/18/2012,51.795724
4/17/2012,51.456154
4/16/2012,51.642156
4/15/2012,51.423929
4/14/2012,51.30143
4/13/2012,51.35143
4/12/2012,51.446995
4/11/2012,51.480068
4/10/2012,51.473213
4/9/2012,51.129907
4/8/2012,51.139813
4/7/2012,51.144814
4/6/2012,51.149907
4/5/2012,51.138979
4/4/2012,51.123985
4/3/2012,50.658443
4/2/2012,50.791195
4/1/2012,50.707392
3/31/2012,50.707392
3/30/2012,50.847429
3/29/2012,51.135821
3/28/2012,50.819059
3/27/2012,50.726551
3/26/2012,51.116758
3/25/2012,51.24614
3/24/2012,51.24614
3/23/2012,51.233624
3/22/2012,51.242516
3/21/2012,50.647618
3/20/2012,50.454656
3/19/2012,50.200105
3/18/2012,50.149976
3/17/2012,50.149976
3/16/2012,50.131642
3/15/2012,50.328472
3/14/2012,50.001799
3/13/2012,49.95153
3/12/2012,49.982378
3/11/2012,49.800158
3/10/2012,49.800158
3/9/2012,49.781824
3/8/2012,50.29
3/7/2012,50.340171
3/6/2012,50.380285
3/5/2012,49.810837
3/4/2012,49.487393
3/3/2012,49.487393
3/2/2012,49.49906
3/1/2012,49.443878
2/29/2012,49.279923
2/28/2012,49.358557
2/27/2012,49.495299
2/26/2012,48.997685
2/25/2012,48.997685
2/24/2012,48.994351
2/23/2012,49.162688
2/22/2012,49.187872
2/21/2012,49.286619
2/20/2012,49.153473
2/19/2012,49.257533
2/18/2012,49.257533
2/17/2012,49.269199
2/16/2012,49.389325
2/15/2012,49.352596
2/14/2012,49.403998
2/13/2012,49.154012
2/12/2012,49.497364
2/11/2012,49.497364
2/10/2012,49.48903
2/9/2012,49.378362
2/8/2012,49.170806
2/7/2012,49.274963
2/6/2012,49.053513
2/5/2012,48.704856
2/4/2012,48.704856
2/3/2012,48.719856
2/2/2012,49.098157
2/1/2012,49.194643
1/31/2012,49.486002
1/30/2012,49.716529
1/29/2012,49.355103
1/28/2012,49.355103
1/27/2012,49.395103
1/26/2012,49.94748
1/25/2012,50.200386
1/24/2012,50.070805
1/23/2012,50.008144
1/22/2012,50.258177
1/21/2012,50.258177
1/20/2012,50.253176
1/19/2012,50.279774
1/18/2012,50.402017
1/17/2012,50.672649
1/16/2012,51.417304
1/15/2012,51.488905
1/14/2012,51.488905
1/13/2012,51.455572
1/12/2012,51.52755
1/11/2012,51.841703
1/10/2012,51.711653
1/9/2012,52.467012
1/8/2012,52.724819
1/7/2012,52.724819
1/6/2012,52.70607
1/5/2012,52.923193
1/4/2012,52.910955
1/3/2012,53.134025
1/2/2012,53.30624
1/1/2012,53.08517
12/31/2011,53.08517
12/30/2011,53.066837
12/29/2011,53.035483
12/28/2011,52.918052
12/27/2011,52.95041
12/26/2011,52.783212
12/25/2011,52.825086
12/24/2011,52.825086
12/23/2011,52.820086
12/22/2011,52.623195
12/21/2011,52.553334
12/20/2011,52.873519
12/19/2011,52.84502
12/18/2011,52.617393
12/17/2011,52.617393
12/16/2011,52.602393
12/15/2011,53.559402
12/14/2011,53.910098
12/13/2011,53.162599
12/12/2011,52.770002
12/11/2011,51.982433
12/10/2011,51.982433
12/9/2011,51.973312
12/8/2011,51.710664
12/7/2011,51.693186
12/6/2011,51.309982
12/5/2011,51.310444
12/4/2011,51.125613
12/3/2011,51.136271
12/2/2011,50.913766
12/1/2011,51.400285
11/30/2011,52.235644
11/29/2011,52.010875
11/28/2011,52.02538
11/27/2011,52.087597
11/26/2011,52.183802
11/25/2011,52.215626
11/24/2011,52.035959
11/23/2011,52.38824
11/22/2011,52.429488
11/21/2011,52.205338
11/20/2011,51.355488
11/19/2011,51.300959
11/18/2011,51.260574
11/17/2011,50.9344
11/16/2011,50.754719
11/15/2011,50.718268
11/14/2011,50.361479
11/13/2011,50.051251
11/12/2011,50.051251
11/11/2011,50.086871
11/10/2011,50.004152
11/9/2011,50.111706
11/8/2011,49.851658
11/7/2011,49.026613
11/6/2011,49.052689
11/5/2011,49.052689
11/4/2011,49.049226
11/3/2011,49.109832
11/2/2011,49.156985
11/1/2011,49.27347
10/31/2011,48.686708
10/30/2011,48.701007
10/29/2011,48.701007
10/28/2011,48.699083
10/27/2011,49.275878
10/26/2011,49.460194
10/25/2011,49.467657
10/24/2011,49.771696
10/23/2011,49.935061
10/22/2011,49.935061
10/21/2011,49.926567
10/20/2011,49.836224
10/19/2011,49.163987
10/18/2011,49.356539
10/17/2011,48.983017
10/16/2011,49.022236
10/15/2011,49.022236
10/14/2011,48.977433
10/13/2011,49.159351
10/12/2011,48.954881
10/11/2011,49.269235
10/10/2011,48.936649
10/9/2011,49.11764
10/8/2011,49.11764
10/7/2011,49.055993
10/6/2011,49.243661
10/5/2011,49.28596
10/4/2011,49.341192
10/3/2011,49.125877
10/2/2011,49.170778
10/1/2011,49.170778
9/30/2011,49.062311
9/29/2011,48.939267
9/28/2011,48.823505
9/27/2011,48.999331
9/26/2011,49.439689
9/25/2011,49.253777
9/24/2011,49.253777
9/23/2011,49.34213
9/22/2011,49.571514
9/21/2011,48.366681
9/20/2011,48.010681
9/19/2011,47.8238
9/18/2011,47.218014
9/17/2011,47.218014
9/16/2011,47.2477
9/15/2011,47.550062
9/14/2011,47.625781
9/13/2011,47.539755
9/12/2011,47.217271
9/11/2011,46.648863
9/10/2011,46.648863
9/9/2011,46.617023
9/8/2011,46.20739
9/7/2011,46.113224
9/6/2011,46.003406
9/5/2011,45.965985
9/4/2011,45.828452
9/3/2011,45.828452
9/2/2011,45.785298
9/1/2011,45.911117
8/31/2011,45.941442
8/30/2011,46.026497
8/29/2011,46.010215
8/28/2011,46.097611
8/27/2011,46.097611
8/26/2011,46.134104
8/25/2011,46.05912
8/24/2011,45.975761
8/23/2011,45.627475
8/22/2011,45.614963
8/21/2011,45.712175
8/20/2011,45.712175
8/19/2011,45.707305
8/18/2011,45.772327
8/17/2011,45.355198
8/16/2011,45.330733
8/15/2011,45.281727
8/14/2011,45.352482
8/13/2011,45.352482
8/12/2011,45.362582
8/11/2011,45.303381
8/10/2011,45.259236
8/9/2011,45.165634
8/8/2011,45.020743
8/7/2011,44.73502
8/6/2011,44.73502
8/5/2011,44.73678
8/4/2011,44.594689
8/3/2011,44.312612
8/2/2011,44.273824
8/1/2011,44.089959
7/31/2011,44.150136
7/30/2011,44.150136
7/29/2011,44.181696
7/28/2011,44.071459
7/27/2011,44.112582
7/26/2011,44.136546
7/25/2011,44.39986
7/24/2011,44.377456
7/23/2011,44.377456
7/22/2011,44.355799
7/21/2011,44.456613
7/20/2011,44.453105
7/19/2011,44.48177
7/18/2011,44.576895
7/17/2011,44.494574
7/16/2011,44.494574
7/15/2011,44.506544
7/14/2011,44.493401
7/13/2011,44.514912
7/12/2011,44.657266
7/11/2011,44.47946
7/10/2011,44.404789
7/9/2011,44.404789
7/8/2011,44.403179
7/7/2011,44.370195
7/6/2011,44.429968
7/5/2011,44.37359
7/4/2011,44.434674
7/3/2011,44.524692
7/2/2011,44.524692
7/1/2011,44.576622
6/30/2011,44.635977
6/29/2011,44.826095
6/28/2011,45.013492
6/27/2011,45.007015
6/26/2011,44.995739
6/25/2011,44.995739
6/24/2011,44.993605
6/23/2011,44.927722
6/22/2011,44.856537
6/21/2011,44.837787
6/20/2011,44.962948
6/19/2011,44.836212
6/18/2011,44.836212
6/17/2011,44.821255
6/16/2011,44.884944
6/15/2011,44.762456
6/14/2011,44.724643
6/13/2011,44.858276
6/12/2011,44.785009
6/11/2011,44.785009
6/10/2011,44.739969
6/9/2011,44.691059
6/8/2011,44.708564
6/7/2011,44.674085
6/6/2011,44.772577
6/5/2011,44.808381
6/4/2011,44.808381
6/3/2011,44.816768
6/2/2011,44.837077
6/1/2011,44.866447
5/31/2011,45.039386
5/30/2011,45.090939
5/29/2011,45.14776
5/28/2011,45.14776
5/27/2011,45.16095
5/26/2011,45.310081
5/25/2011,45.329296
5/24/2011,45.198198
5/23/2011,45.197234
5/22/2011,45.021571
5/21/2011,45.021571
5/20/2011,45.007954
5/19/2011,44.954054
5/18/2011,45.060172
5/17/2011,45.122992
5/16/2011,45.152492
5/15/2011,44.931014
5/14/2011,44.931014
5/13/2011,44.88622
5/12/2011,44.95456
5/11/2011,44.668424
5/10/2011,44.733236
5/9/2011,44.690025
5/8/2011,44.734806
5/7/2011,44.734806
5/6/2011,44.749883
5/5/2011,44.798907
5/4/2011,44.456731
5/3/2011,44.486246
5/2/2011,44.319858
5/1/2011,44.23221
4/30/2011,44.23221
4/29/2011,44.22896
4/28/2011,44.417657
4/27/2011,44.281724
4/26/2011,44.513343
4/25/2011,44.421905
4/24/2011,44.37653
4/23/2011,44.37653
4/22/2011,44.368265
4/21/2011,44.334777
4/20/2011,44.321525
4/19/2011,44.477447
4/18/2011,44.438087
4/17/2011,44.336436
4/16/2011,44.336436
4/15/2011,44.309769
4/14/2011,44.522533
4/13/2011,44.492405
4/12/2011,44.346081
4/11/2011,44.364417
4/10/2011,44.091964
4/9/2011,44.091964
4/8/2011,44.072227
4/7/2011,44.187518
4/6/2011,44.113452
4/5/2011,44.362202
4/4/2011,44.448264
4/3/2011,44.488826
4/2/2011,44.488826
4/1/2011,44.488662
3/31/2011,44.565151
3/30/2011,44.739614
3/29/2011,44.743014
3/28/2011,44.823316
3/27/2011,44.684949
3/26/2011,44.684949
3/25/2011,44.653372
3/24/2011,44.710886
3/23/2011,44.822681
3/22/2011,44.949273
3/21/2011,45.015957
3/20/2011,45.047849
3/19/2011,45.047849
3/18/2011,45.048099
3/17/2011,45.142526
3/16/2011,45.101783
3/15/2011,45.228092
3/14/2011,45.037704
3/13/2011,45.187231
3/12/2011,45.187231
3/11/2011,45.222398
3/10/2011,45.19635
3/9/2011,44.956518
3/8/2011,45.063449
3/7/2011,45.020599
3/6/2011,44.926321
3/5/2011,44.926321
3/4/2011,44.934594
3/3/2011,45.02729
3/2/2011,44.902476
3/1/2011,44.943058
2/28/2011,45.228875
2/27/2011,45.319644
2/26/2011,45.319644
2/25/2011,45.301484
2/24/2011,45.459974
2/23/2011,45.140217
2/22/2011,45.236744
2/21/2011,45.017172
2/20/2011,45.152986
2/19/2011,45.152986
2/18/2011,45.150986
2/17/2011,45.294308
2/16/2011,45.448664
2/15/2011,45.490204
2/14/2011,45.460048
2/13/2011,45.641573
2/12/2011,45.641573
2/11/2011,45.64308
2/10/2011,45.681297
2/9/2011,45.444874
2/8/2011,45.237788
2/7/2011,45.409722
2/6/2011,45.626693
2/5/2011,45.626693
2/4/2011,45.608076
2/3/2011,45.620788
2/2/2011,45.564323
2/1/2011,45.683416
1/31/2011,45.91462
1/30/2011,45.862623
1/29/2011,45.862623
1/28/2011,45.819253
1/27/2011,45.646208
1/26/2011,45.607466
1/25/2011,45.764893
1/24/2011,45.569109
1/23/2011,45.619924
1/22/2011,45.619924
1/21/2011,45.606444
1/20/2011,45.693411
1/19/2011,45.46763
1/18/2011,45.425234
1/17/2011,45.518801
1/16/2011,45.440661
1/15/2011,45.440661
1/14/2011,45.430631
1/13/2011,45.117515
1/12/2011,45.05786
1/11/2011,45.13274
1/10/2011,45.449239
1/9/2011,45.319408
1/8/2011,45.319408
1/7/2011,45.376288
1/6/2011,45.269945
1/5/2011,45.370534
1/4/2011,45.013469
1/3/2011,44.627079
1/2/2011,44.663684
1/1/2011,44.663684
12/31/2010,44.693016
12/30/2010,44.890981
12/29/2010,44.988932
12/28/2010,45.028847
12/27/2010,45.213988
12/26/2010,45.117267
12/25/2010,45.117267
12/24/2010,45.115776
12/23/2010,45.109699
12/22/2010,45.075161
12/21/2010,45.216717
12/20/2010,45.403407
12/19/2010,45.380766
12/18/2010,45.380766
12/17/2010,45.294282
12/16/2010,45.455148
12/15/2010,45.350384
12/14/2010,44.949389
12/13/2010,45.128622
12/12/2010,45.053779
12/11/2010,45.053779
12/10/2010,45.058559
12/9/2010,45.18823
12/8/2010,45.081215
12/7/2010,44.689268
12/6/2010,44.911006
12/5/2010,45.098644
12/4/2010,45.098644
12/3/2010,45.032011
12/2/2010,45.202416
12/1/2010,45.29532
11/30/2010,45.920314
11/29/2010,45.888407
11/28/2010,45.842165
11/27/2010,45.842165
11/26/2010,45.838995
11/25/2010,45.590368
11/24/2010,45.70404
11/23/2010,45.62036
11/22/2010,45.450107
11/21/2010,45.362815
11/20/2010,45.362815
11/19/2010,45.314578
11/18/2010,45.200617
11/17/2010,45.220797
11/16/2010,45.41742
11/15/2010,45.116606
11/14/2010,44.802684
11/13/2010,44.802684
11/12/2010,44.734597
11/11/2010,44.477876
11/10/2010,44.296612
11/9/2010,44.335786
11/8/2010,44.371123
11/7/2010,44.071238
11/6/2010,44.071238
11/5/2010,43.997608
11/4/2010,44.118247
11/3/2010,44.337513
11/2/2010,44.232711
11/1/2010,44.410767
10/31/2010,44.371117
10/30/2010,44.371117
10/29/2010,44.402484
10/28/2010,44.446365
10/27/2010,44.49848
10/26/2010,44.544135
10/25/2010,44.378598
10/24/2010,44.557405
10/23/2010,44.557405
10/22/2010,44.548935
10/21/2010,44.311872
10/20/2010,44.303996
10/19/2010,44.411733
10/18/2010,44.323193
10/17/2010,44.152206
10/16/2010,44.152206
10/15/2010,44.133953
10/14/2010,44.106699
10/13/2010,44.408856
10/12/2010,44.598298
10/11/2010,44.42408
10/10/2010,44.279672
10/9/2010,44.279672
10/8/2010,44.364832
10/7/2010,44.249944
10/6/2010,44.326659
10/5/2010,44.552449
10/4/2010,44.551871
10/3/2010,44.43782
10/2/2010,44.43782
10/1/2010,44.449346
9/30/2010,44.780709
9/29/2010,44.869284
9/28/2010,45.095638
9/27/2010,44.99734
9/26/2010,45.220989
9/25/2010,45.220989
9/24/2010,45.192492
9/23/2010,45.562796
9/22/2010,45.575048
9/21/2010,45.623868
9/20/2010,45.689014
9/19/2010,45.845145
9/18/2010,45.845145
9/17/2010,45.851465
9/16/2010,46.126966
9/15/2010,46.277214
9/14/2010,46.300935
9/13/2010,46.332553
9/12/2010,46.279788
9/11/2010,46.279788
9/10/2010,46.266491
9/9/2010,46.417046
9/8/2010,46.582408
9/7/2010,46.814534
9/6/2010,46.535306
9/5/2010,46.565034
9/4/2010,46.565034
9/3/2010,46.58494
9/2/2010,46.680656
9/1/2010,46.771582
8/31/2010,47.040247
8/30/2010,46.903337
8/29/2010,46.844937
8/28/2010,46.844937
8/27/2010,46.846747
8/26/2010,46.820122
8/25/2010,46.896457
8/24/2010,46.900943
8/23/2010,46.620058
8/22/2010,46.663478
8/21/2010,46.663478
8/20/2010,46.338661
8/19/2010,46.408788
8/18/2010,46.522168
8/17/2010,46.601921
8/16/2010,46.740844
8/15/2010,46.714052
8/14/2010,46.714052
8/13/2010,46.692568
8/12/2010,46.757875
